M-ID	M-name	Element	HP	AT	MAT	DF	MDF	Speed	A-AV	M-AV	P-Immune	M-Immune	P-Half	M-Half	E-Immune	E-Half	Status-Resist	Death-Resist	EXP	Gold	Drop	Drop-Chance	M-extra-name
312	Virage(arm)	Non-Elemental	300	55	48	140	140	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Complete Virage (Arm)
313	Virage(body)	Non-Elemental	1800	55	48	140	140	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Complete Virage (Body)
316	S Virage(head)	Non-Elemental	10400	95	135	756	756	50	0	0	0	0	0	0	None	None	255	144	4000	200	Healing Rain	100	WS Virage (Head)
317	S Virage(body)	Non-Elemental	10400	95	135	756	756	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	WS Virage (Body)
318	S Virage(arm)	Non-Elemental	5200	105	135	756	756	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	WS Virage (Arm)
320	S Virage(head)	Non-Elemental	46667	290	255	540	540	50	0	0	0	0	0	0	None	None	255	144	15000	300	None	0	S Virage(head)
321	S Virage(arm)	Non-Elemental	14000	270	255	756	648	60	0	0	0	0	0	0	None	None	255	144	0	0	None	0	S Virage(arm)
322	S Virage(body)	Non-Elemental	70000	270	255	972	648	40	0	0	0	0	0	0	None	None	255	144	0	0	None	0	S Virage(body)
325	Drake the Bandit	Wind	3000	29	25	110	110	70	0	0	0	0	0	0	None	None	255	144	1500	100	Bandit's Ring	100	Drake the Bandit
326	Wire	Non-Elemental	140	13	13	120	100	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Wire
327	Bursting Ball	Non-Elemental	80	30	30	250	150	70	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Bursting Ball
329	Jiango	Earth	3200	25	22	180	100	50	0	0	0	0	0	0	None	None	255	144	2000	100	Sachet	100	Jiango
332	Urobolus	Earth	700	12	12	100	80	50	0	0	0	0	0	0	None	None	255	144	400	50	Wargod's Amulet	100	Urobolus
333	Fire Bird	Fire	1600	22	25	100	100	45	0	0	0	0	0	0	None	None	255	144	800	100	Red-Eye Stone	100	Fire Bird
334	Volcano Ball	Fire	24	30	30	120	140	45	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Volcano Ball
335	Grand Jewel	Earth	16650	66	83	140	200	70	0	0	0	0	0	0	None	None	255	144	9000	300	Spectral Flash	100	Grand Jewel
336	Virage(head)	Non-Elemental	0	18	18	140	140	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Virage(head)
337	Virage(body)	Non-Elemental	0	18	18	140	140	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Virage(body)
338	Virage(arm)	Non-Elemental	0	18	18	140	140	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Virage(arm)
339	Kamuy's tree	None	0	0	0	50	50	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Kamuy's tree
340	Ghost Commander	Dark	5100	75	75	140	140	60	0	0	0	0	0	0	None	None	255	144	6000	200	Night Raid	100	Ghost Commander
341	Ghost Knight	Dark	900	66	66	120	120	60	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Ghost Knight
342	Mazo	Non-Elemental	800	101	101	50	200	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Mazo
343	Kamuy	Non-Elemental	12000	88	88	140	190	70	0	0	0	0	0	0	None	None	255	144	8000	0	Darkness Stone	100	Kamuy
344	Magician Faust	Non-Elemental	25600	125	125	75	200	50	0	20	0	0	0	0	None	None	255	144	20000	10000	Phantom Shield	100	Magician Faust
345	Magician Faust	Non-Elemental	64000	285	285	180	480	50	0	20	0	0	0	0	None	None	255	144	0	0	None	0	Magician Faust
346	Windigo	Water	37000	110	110	140	160	50	0	0	0	0	0	0	None	None	255	144	11000	250	Brass Knuckle	100	Windigo
347	Snow Cannon	Water	1480	100	100	140	120	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Snow Cannon
348	Heart	Water	4	68	68	60	60	50	0	0	0	0	0	0	None	None	255	147	0	0	None	0	Heart
349	Polter Helm	Dark	9600	103	103	140	200	50	0	0	0	0	0	0	None	None	255	144	6000	200	None	0	Polter Helm
350	Polter Armor	Dark	16000	103	148	200	180	50	0	0	0	0	0	0	None	None	255	144	0	0	Smoke Ball	100	Polter Armor
351	Polter Sword	Dark	12800	166	103	160	160	100	0	0	0	0	0	0	None	None	255	144	0	0	Soul Eater	100	Polter Sword
352	Divine Dragoon Ghost	Non-Elemental	44000	117	126	480	360	60	0	0	0	0	0	0	None	None	255	144	8000	400	Flash Hall	100	Divine Dragon Spirit
353	Ghost Regole	Water	36000	138	111	320	400	60	0	5	0	0	0	0	None	None	255	144	6000	300	Frozen Jet	100	Regole Spirit
354	GhostFB	Wind	48000	139	121	180	160	60	0	0	0	0	0	0	None	None	255	144	4000	200	Down Burst	100	Feyrbrand Spirit
355	Missing	None	0	0	0	0	0	50	0	0	0	0	0	0	None	None	255	128	0	0	None	0	Missing
356	Missing	None	0	0	0	0	0	50	0	0	0	0	0	0	None	None	255	128	0	0	None	0	Missing
357	Missing	None	0	0	0	0	0	50	0	0	0	0	0	0	None	None	255	128	0	0	None	0	Missing
360	Vector	Dark	20000	134	112	140	140	50	0	0	0	0	0	0	None	None	255	144	12000	300	None	0	Vector
361	Selebus	Dark	15000	116	140	160	220	60	10	0	0	0	0	0	None	None	255	144	0	0	None	0	Selebus
362	Kubila	Dark	17500	125	120	180	180	55	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Kubila
363	Zackwell	Dark	56000	177	140	180	210	60	0	0	0	0	0	0	None	None	255	144	0	0	Healing Rain	100	Zackwell
364	Lavitz's Spirit	Wind	5000	88	88	120	80	50	0	0	0	0	0	0	None	None	255	144	12000	300	Halberd	100	Lavitz's Spirit
365	Last Kraken	Water	40000	143	125	180	240	50	0	0	0	0	0	0	None	None	255	144	12000	300	Pretty Hammer	100	Last Kraken
366	Cleone	Water	2720	110	116	100	200	60	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Cleone
367	 	None	0	0	0	50	50	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	 
368	Caterpillar	Non-Elemental	30000	190	172	180	180	70	0	0	0	0	0	0	None	None	255	144	13000	300	Healing Rain	100	Caterpillar
369	Pupa	Non-Elemental	5000	172	172	220	220	60	0	0	0	0	0	0	None	None	255	144	0	0	Moon Serenade	100	Pupa
370	Imago	Light	60000	180	214	180	220	70	0	0	0	0	0	0	None	None	255	144	0	0	Sun Rhapsody	100	Imago
371	Death Rose	Non-Elemental	2400	44	44	80	140	50	0	0	0	0	0	0	None	None	255	144	6000	0	None	0	Death Rose
372	 	None	0	0	0	50	50	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	 
373	Claire	Thunder	3200	76	76	100	100	55	0	0	0	0	0	0	None	None	255	144	6000	0	None	0	Claire
374	Claire	Thunder	3200	76	76	100	100	55	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Claire
375	Indora	Earth	2696	93	93	160	60	30	0	0	0	0	0	0	None	None	255	144	6000	0	Indora's Axe	100	Indora
376	Shadow Blade	Thunder	1000	70	76	120	120	45	5	0	0	0	0	0	None	None	255	144	0	0	None	0	Shadow Blade
377	Light Sword	Thunder	1000	70	76	120	120	45	5	0	0	0	0	0	None	None	255	144	0	0	None	0	Light Sword
378	Michael	Dark	9600	109	109	120	160	55	0	0	1	1	0	0	None	None	255	156	12000	0	None	0	Michael
379	Michael (arm)	None	0	0	0	50	50	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Michael (arm)
380	Michael (core)	Dark	1280	109	109	100	100	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Michael (core)
381	Dark Doel	Thunder	1500	60	70	120	120	50	0	0	0	0	0	0	None	None	255	144	6000	0	None	0	Dark Doel
382	Archangel	Light	3000	53	76	80	160	50	5	5	0	0	0	0	None	None	255	144	6000	0	None	0	Archangel
383	Dragon Spirit	Non-Elemental	44000	117	126	480	360	60	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Divine Dragon Spirit Dummy
384	Dragon Spirit	Water	36000	138	111	320	400	60	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Regole Spirit Dummy
385	Dragon Spirit	Wind	48000	139	121	180	160	60	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Feyrbrand Spirit Dummy
386	Missing	None	0	0	0	50	50	50	0	0	0	0	0	0	None	None	255	128	0	0	None	0	Missing
387	Zieg Feld	Fire	54000	362	320	720	840	70	0	0	0	0	0	0	None	None	255	144	20000	400	None	0	Zieg Feld
388	Melbu Frahma	Non-Elemental	63000	287	260	1020	1320	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Melbu Frahma (Body)
389	Melbu Frahma	Non-Elemental	8000	287	260	260	280	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Melbu Frahma (Summons)
390	Melbu Frahma	None	8000	287	260	361	350	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Melbu Frahma (Unused)
391	Melbu Frahma	None	8000	287	260	361	350	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Melbu Frahma (Unused)
392	Melbu Frahma	None	8000	287	260	361	350	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Melbu Frahma (Unused)
393	Melbu Frahma	None	8000	287	260	361	350	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Melbu Frahma (Unused)
394	 	None	1600	107	80	250	250	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	 (Unused)
395	Tentacle	None	1600	107	80	250	250	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Tentacle (Unused)
396	Bomb Star	None	1600	107	80	250	250	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Bomb Star (Unused)
397	Monster	None	1600	107	80	250	250	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	Monster (Unused)
398	 	None	1600	107	80	250	250	50	0	0	0	0	0	0	None	None	255	144	0	0	None	0	(Unused)
